track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,danceability_%,valence_%,energy_%,acousticness_%,liveness_%,speechiness_%
Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4846,10,422691058.0,54,16,259.0,1,13.0,101,67,40,90,3,34,6
The Business,Tiësto,1,2020,1,1,14311,10,1062345656.0,255,32,582.0,1,14.0,120,80,24,62,41,11,23
positions,Ariana Grande,1,2020,10,23,8207,10,1252563873.0,175,55,95.0,1,2.0,144,73,66,80,44,9,12
I WANNA BE YOUR SLAVE,Måneskin,1,2021,3,19,4873,10,851070493.0,65,88,434.0,3,13.0,133,75,96,61,44,18,4
Vai lá em casa hoje,"George Henrique e Rodrigo feat, Marília Mendonça",2,2021,10,22,772,10,263894529.0,7,3,89.0,3,13.0,158,46,62,83,53,97,28
The Feels,TWICE,1,2021,10,1,1150,10,345903614.0,20,99,44.0,3,2.0,120,81,92,90,9,8,7
HEARTBREAK ANNIVERSARY,Giveon,1,2020,2,21,5398,4,951637566.0,111,127,210.0,3,37.0,129,61,59,46,56,13,5
No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,7370,4,956865266.0,92,127,0.0,3,62.0,102,74,45,89,5,26,13
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,6890,4,427486004.0,122,11,201.0,3,1.0,124,79,79,84,2,5,5
Pope Is a Rockstar,SALES,1,2016,4,20,1966,4,156658366.0,4,2,50.0,3,1.0,90,73,31,45,85,11,3
2055,Sleepy hallow,1,2021,4,14,2226,4,624515457.0,29,2,44.0,3,1.0,161,78,65,52,46,12,31
Bored,Billie Eilish,1,2017,3,30,4204,4,777765388.0,39,45,250.0,3,1.0,120,60,11,33,90,8,5
Happier Than Ever - Edit,Billie Eilish,1,2021,7,28,1959,4,412795151.0,19,45,38.0,3,1.0,81,45,12,57,7,23,3
Astronaut In The Ocean,Masked Wolf,1,2019,1,1,7191,4,1138474110.0,146,18,478.0,3,7.0,150,78,47,70,18,15,9
Ley Seca,"Anuel Aa, Jhay Cortez",2,2021,9,2,2012,4,355219175.0,101,12,38.0,3,7.0,105,76,58,84,10,13,10
Every Summertime,NIKI,1,2021,8,10,1211,2,290228626.0,30,2,5.0,3,6.0,79,63,76,67,38,6,4
Talking To The Moon,Bruno Mars,1,2010,10,4,7109,2,1062956628.0,5,2,862.0,3,6.0,146,52,7,61,51,11,3
you broke me first,Tate McRae,1,2020,4,17,6638,2,1180094974.0,167,19,318.0,3,1.0,124,64,8,37,79,9,5
The Nights,Avicii,1,2014,1,1,17354,8,1456081449.0,92,122,0.0,3,55.0,126,53,66,85,2,24,4
Take My Breath,The Weeknd,1,2021,8,6,6392,8,432702334.0,174,73,344.0,3,55.0,121,75,53,74,2,11,5
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,2021,9,3,5481,8,489945871.0,144,30,86.0,3,55.0,136,80,33,60,2,32,14
Cúrame,Rauw Alejandro,1,2021,6,25,2636,3,465959382.0,36,82,39.0,3,5.0,102,77,26,63,58,11,5
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,2021,10,27,824,3,1223481149.0,8,8,8.0,2,5.0,77,73,54,74,23,41,23
Dance Monkey,Tones and I,1,2019,5,10,24529,3,2864791672.0,533,167,0.0,6,5.0,98,82,54,59,69,18,10
Lucid Dreams,Juice WRLD,1,2017,6,15,14749,3,2288695111.0,188,34,710.0,6,5.0,84,44,22,48,38,33,24
Qué más pues?',"J Balvin, Maria Becerra",2,2021,1,28,8087,3,720825549.0,92,34,131.0,6,5.0,102,89,77,82,3,17,11
All of Me,John Legend,1,2013,8,1,27221,3,2086124197.0,308,118,0.0,2,77.0,120,42,33,26,92,13,3
Smells Like Teen Spirit - Remastered 2021,Nirvana,1,1991,9,10,49991,9,1690192927.0,265,121,0.0,4,160.0,117,52,73,91,92,11,7
Arcade,Duncan Laurence,1,2019,3,7,6646,9,991336132.0,107,47,584.0,1,160.0,72,45,27,33,82,14,4
Fair Trade (with Travis Scott),"Drake, Travis Scott",2,2021,9,3,5403,6,593917618.0,118,116,96.0,1,3.0,168,67,29,47,5,22,26
Bar,"Tini, L-Gante",2,2021,11,11,755,4,200972675.0,22,3,96.0,1,3.0,94,52,68,69,13,33,8
The Rumbling (TV Size),SiM,1,2022,1,10,254,4,71014967.0,22,4,23.0,1,3.0,145,41,65,88,13,26,5
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2,2021,8,27,6308,5,560222750.0,114,15,63.0,1,2.0,134,71,14,61,1,23,33
Mr. Brightside,The Killers,1,2003,9,23,51979,15,1806617704.0,306,99,0.0,2,120.0,148,35,24,93,1,10,8
Blessed-Cursed,ENHYPEN,1,2022,1,10,246,15,77337771.0,2,12,10.0,2,120.0,127,60,40,89,9,60,6
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",3,2021,6,24,6556,15,528544703.0,93,5,67.0,1,120.0,172,74,79,66,11,8,16
Streets,Doja Cat,1,2019,11,7,5728,15,865640097.0,85,87,179.0,1,12.0,90,75,19,46,21,34,8
Shallow,"Lady Gaga, Bradley Cooper",2,2018,9,27,16636,12,2159346687.0,368,155,0.0,6,121.0,96,57,30,40,38,26,3
Polaroid Love,ENHYPEN,1,2022,1,10,461,12,211372494.0,10,56,17.0,6,121.0,138,74,65,67,46,36,4
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2,2021,4,28,4893,4,651732901.0,143,24,110.0,6,70.0,120,72,67,72,46,13,4
Permission to Dance,BTS,1,2021,7,9,1801,2,608334048.0,77,134,74.0,6,2.0,125,70,65,74,1,34,4
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,12043,2,863756573.0,209,54,710.0,6,18.0,123,82,80,86,1,30,13
RAPSTAR,Polo G,1,2021,4,9,4731,2,797402345.0,141,12,78.0,6,18.0,81,79,44,54,41,13,24
Till I Collapse,"Eminem, Nate Dogg",2,2002,5,26,22923,2,1695712020.0,78,46,0.0,1,18.0,171,55,10,85,7,8,20
Memories,Maroon 5,1,2019,9,20,9974,2,1759567999.0,272,67,0.0,1,19.0,91,77,60,32,84,8,5
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavárez, Sech, Dalex, Dimelo Flow, Rich Music",8,2021,8,12,1560,2,223319934.0,72,67,0.0,1,19.0,84,56,61,76,10,14,11
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2,2022,1,7,620,2,54937991.0,17,3,3.0,1,19.0,115,90,74,54,16,13,28
When I’m gone,"Katy Perry, Alesso",2,2021,12,29,3270,2,226897599.0,89,21,65.0,1,19.0,125,69,70,89,4,49,3
Esqueça-me se for capaz,"Marília Mendonça, Maiara e Maraisa",2,2021,10,14,580,2,258316038.0,24,92,93.0,1,19.0,122,80,62,69,28,13,7
Miénteme,"Tini, Maria Becerra",2,2021,4,29,3406,16,596152090.0,61,23,70.0,1,19.0,92,85,92,54,16,29,7
Súbelo,"Anuel Aa, Myke Towers, Jhay Cortez",3,2021,11,18,903,16,177129919.0,30,26,15.0,1,19.0,90,63,75,75,17,11,8
MAMIII,"Karol G, Becky G",2,2022,2,10,6809,28,716591492.0,151,102,175.0,5,29.0,94,84,90,70,9,14,8
Still D.R.E.,"Dr. Dre, Snoop Dogg",2,1999,1,1,33966,28,1210599487.0,141,78,0.0,1,29.0,93,81,53,78,18,6,24
Stay Alive (Prod. SUGA of BTS),Jung Kook,1,2022,2,11,590,5,246376690.0,4,113,20.0,1,1.0,130,51,50,76,30,10,7
Boyfriend,Dove Cameron,1,2022,2,11,3766,5,496311364.0,76,113,102.0,1,2.0,180,35,23,61,23,19,6
The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2,2022,2,11,1430,5,146789379.0,46,1,34.0,1,2.0,134,53,31,31,92,28,3
The Next Episode,"Dr. Dre, Snoop Dogg",2,1999,1,1,31762,5,843309044.0,142,40,0.0,1,953.0,95,92,31,89,3,8,25
Light Switch,Charlie Puth,1,2022,1,19,4049,5,500340342.0,119,6,85.0,1,1.0,184,69,91,63,11,9,31
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,2096,5,107255472.0,34,3,30.0,1,1.0,147,47,50,80,10,32,38
Brividi,"Mahmood, Blanco",2,2022,2,2,1175,5,135079152.0,34,1,31.0,1,1.0,123,52,44,60,40,26,3
Lost,Frank Ocean,1,2012,1,1,29499,11,822239726.0,124,27,587.0,1,4.0,123,91,49,61,3,17,22
In Da Club,50 Cent,1,2002,1,1,30427,7,1202722675.0,235,106,0.0,1,35.0,90,90,79,71,26,7,37
she's all i wanna be,Tate McRae,1,2022,2,4,2711,7,343197054.0,105,12,51.0,1,12.0,160,61,65,64,1,12,4
Ginseng Strip 2002,Yung Lean,1,2013,8,16,4310,7,240769997.0,13,12,113.0,1,3.0,115,60,37,71,8,48,4
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2,2019,8,4,5342,7,426204830.0,33,123,7.0,1,4.0,141,37,17,67,2,34,9
Notion,The Rare Occasions,1,2016,8,5,2393,7,421135627.0,22,13,65.0,1,6.0,160,31,30,88,7,8,8
Formula,Labrinth,1,2019,10,4,3444,7,554875730.0,24,85,102.0,1,1.0,145,57,23,66,4,15,4
Mount Everest,Labrinth,1,2019,6,21,5443,7,467727006.0,45,1,80.0,1,12.0,89,46,43,43,23,8,22
Excuses,"Intense, AP Dhillon, Gurinder Gill",3,2020,7,24,272,4,327498031.0,7,21,2.0,1,12.0,95,84,49,72,8,15,8
Cigarettes,Juice WRLD,1,2021,12,10,975,4,185408548.0,11,21,10.0,1,12.0,160,60,47,62,3,38,4
Cayó la noche,"La Pantera, Quevedo, Juseph",7,2022,1,14,1034,1,245400167.0,19,5,12.0,1,12.0,174,67,74,75,44,7,30
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",3,1995,12,28,18773,1,579395142.0,128,17,0.0,1,12.0,92,77,76,84,3,38,4
Forgot About Dre,"Eminem, Dr. Dre",2,1999,1,1,19067,1,675039469.0,78,15,0.0,1,3.0,134,93,61,74,9,17,8
Down Under (feat. Colin Hay),"Luude, Colin Hay",2,2021,11,19,3541,2,252871192.0,57,13,50.0,1,7.0,172,31,4,86,1,28,17
Mujeriego,Ryan Castro,1,2021,12,17,1492,2,231996128.0,44,63,91.0,1,24.0,80,76,92,62,6,8,13
HUMBLE.,Kendrick Lamar,1,2017,3,30,33206,1,1929770265.0,284,114,0.0,1,5.0,150,91,42,60,6,9,12
Stan,"Eminem, Dido",2,1999,11,21,17115,1,918915401.0,83,63,0.0,1,5.0,80,78,53,74,4,45,21
Contection,"GODZZ__-, Zakaria",2,2020,1,16,6955,1,1180896317.0,65,45,398.0,1,1.0,166,81,83,75,14,29,34
Swim,Chase Atlantic,1,2017,10,4,2742,1,498960285.0,5,1,62.0,1,1.0,120,67,8,54,27,8,4
A Tu Merced,Bad Bunny,1,2020,2,29,4214,11,685071800.0,21,20,40.0,1,1.0,92,86,89,79,17,11,6
Numb Little Bug,Em Beihold,1,2022,1,28,2026,11,258714692.0,47,3,42.0,12,6.0,85,74,61,52,30,26,9
212,"Mainstreet, Chefin",2,2022,1,15,352,11,143139338.0,10,3,39.0,12,6.0,154,79,86,52,66,9,7
Problemón,"Alvaro Diaz, Rauw Alejandro",2,2021,10,22,1517,11,209768491.0,42,7,15.0,12,4.0,92,73,37,74,28,14,6
Bussin,"Nicki Minaj, Lil Baby",2,2022,2,11,847,11,64714573.0,25,7,14.0,12,4.0,140,89,75,70,6,13,5
Worst Day,Future,1,2022,2,11,910,11,50746620.0,20,3,24.0,12,4.0,89,65,60,60,11,10,40
Malvada,Zé Felipe,1,2022,1,28,601,11,154119539.0,28,73,64.0,12,4.0,135,89,89,86,16,8,5
Hrs and Hrs,Muni Long,1,2021,11,19,1800,11,181328253.0,43,36,46.0,13,4.0,140,51,66,53,60,11,18
Alien Blues,Vundabar,1,2015,7,24,1930,11,370068639.0,3,36,28.0,13,1.0,82,47,44,76,8,9,3
Thinking Out Loud,Ed Sheeran,1,2014,1,1,33032,11,2280566092.0,363,129,0.0,13,28.0,79,78,58,45,47,18,3
Still Don't Know My Name,Labrinth,1,2019,10,4,6332,11,563902868.0,47,116,266.0,13,28.0,88,31,31,63,47,21,12
Christmas Tree,V,1,2021,12,24,509,9,317622165.0,8,106,6.0,13,8.0,139,44,18,38,70,12,4
Mal Feito - Ao Vivo,"Hugo e Guilherme, Marília Mendonça",2,2022,1,14,971,2,291709698.0,35,104,93.0,1,8.0,124,73,68,83,55,90,7
When I R.I.P.,Labrinth,1,2019,10,4,2578,2,203680270.0,8,67,66.0,1,8.0,80,39,45,55,73,9,21
Do We Have A Problem?,"Nicki Minaj, Lil Baby",2,2022,2,4,1064,2,81350745.0,42,1,26.0,1,8.0,120,84,54,51,47,12,40
Forever,Labrinth,1,2019,10,4,3618,2,282883169.0,21,86,138.0,1,2.0,80,56,19,46,92,11,3
Gospel (with Eminem),"Eminem, Dr. Dre",2,2022,2,4,1040,2,64787943.0,8,86,29.0,1,2.0,117,92,62,86,11,24,24
Señorita,"Shawn Mendes, Camila Cabello",2,2019,6,19,15010,2,2484812918.0,453,50,0.0,1,8.0,117,76,77,52,4,8,3
NEW MAGIC WAND,"Tyler, The Creator",2,2019,5,16,4708,2,461437791.0,13,7,55.0,1,1.0,140,62,46,73,10,67,11
Adore You,Harry Styles,1,2019,12,6,13454,1,1439191367.0,246,71,519.0,2,5.0,99,68,57,77,2,10,5
La Santa,"Daddy Yankee, Bad Bunny",2,2020,2,29,4890,20,759208783.0,52,42,100.0,2,5.0,93,74,59,87,3,8,5
Something In The Way - Remastered 2021,Nirvana,1,1991,9,24,9514,20,368646862.0,45,27,0.0,2,43.0,106,44,8,20,74,11,3
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2,2022,3,11,3501,20,299634472.0,69,2,51.0,11,43.0,124,81,68,63,17,10,22
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2,2022,3,4,6111,4,756907987.0,185,40,492.0,9,35.0,95,76,96,70,18,33,4
Una Noche en Medellín,Cris Mj,1,2022,1,21,5415,32,682475162.0,46,16,53.0,1,2.0,96,87,82,53,10,5,8
Envolver,Anitta,1,2021,11,11,4673,2,546191065.0,123,113,180.0,1,4.0,92,81,40,73,15,9,8
Starlight,Dave,1,2022,3,3,1856,3,229473310.0,29,40,31.0,1,1.0,124,95,36,37,35,10,28
Hati-Hati di Jalan,Tulus,1,2022,3,3,200,2,202677468.0,12,4,31.0,1,1.0,72,64,76,44,70,12,4
"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,1,2022,2,4,1888,2,121913181.0,26,1,58.0,1,1.0,71,28,26,20,19,30,3
Dançarina,"Mc Pedrinho, Pedro Sampaio",2,2022,2,1,911,2,208166039.0,45,1,99.0,1,1.0,135,78,55,57,4,10,8
Yo Voy (feat. Daddy Yankee),Zion & Lennox,1,2004,5,4,2954,2,527033089.0,18,82,99.0,1,5.0,95,81,56,70,4,5,24
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2,2022,3,3,461,2,94616487.0,7,11,13.0,1,5.0,71,59,70,74,56,11,40
Jordan,Ryan Castro,1,2021,4,30,2844,2,394030335.0,29,2,35.0,1,5.0,180,80,71,68,6,10,37
Nail Tech,Jack Harlow,1,2022,2,18,2939,2,193443895.0,42,2,24.0,1,5.0,150,65,11,58,6,12,9
Chale,Eden Muñoz,1,2022,2,18,695,11,299648208.0,16,41,13.0,1,1.0,189,55,86,44,40,7,4
DARARI,Treasure,1,2022,2,15,328,11,182978249.0,10,21,7.0,1,9.0,85,72,55,64,49,7,4
Ya No Somos Ni Seremos,Christian Nodal,1,2022,2,18,866,16,319757142.0,27,84,32.0,7,11.0,140,59,73,45,44,34,3
Thinking with My Dick,"Kevin Gates, Juicy J",2,2013,7,16,1550,16,109091573.0,27,84,14.0,7,11.0,81,77,68,70,6,17,20
Freaky Deaky,"Tyga, Doja Cat",2,2022,2,25,1729,16,153240879.0,26,1,19.0,7,11.0,104,80,24,65,2,9,4
this is what falling in love feels like,JVKE,1,2021,9,3,2005,16,346127840.0,16,5,43.0,7,7.0,129,42,33,44,62,8,6
La Zona,Bad Bunny,1,2020,2,29,1188,16,312622938.0,13,1,15.0,7,1.0,94,76,81,80,20,25,4
Bohemian Rhapsody - Remastered 2011,Queen,1,1975,10,31,40112,3,2197010679.0,321,162,0.0,8,17.0,71,41,23,40,27,30,5
Hope,XXXTENTACION,1,2018,3,16,3659,3,1200808494.0,11,10,267.0,8,7.0,146,59,23,46,66,15,6
Levitating,Dua Lipa,1,2020,3,27,9833,3,797196073.0,233,82,531.0,1,1.0,103,69,90,88,5,29,8
Wake Me Up - Radio Edit,Avicii,1,2013,1,1,50887,34,1970673297.0,315,160,0.0,1,46.0,124,53,66,78,5,16,5
"jealousy, jealousy",Olivia Rodrigo,1,2021,5,21,3257,34,665765558.0,10,160,70.0,1,46.0,164,70,71,58,24,7,13
Monëy so big,YEAT,1,2021,9,10,1473,34,263779030.0,2,160,12.0,1,10.0,138,69,35,57,12,10,9
Demasiadas Mujeres,C. Tangana,1,2020,10,8,2226,34,339473453.0,36,2,11.0,1,14.0,126,67,37,46,13,10,39
Something Just Like This,"The Chainsmokers, Coldplay",2,2017,2,22,23375,21,2204080728.0,336,188,0.0,3,30.0,103,61,47,65,3,17,4
Closer,"The Chainsmokers, Halsey",2,2016,5,31,28032,21,2591224264.0,315,159,0.0,3,44.0,95,75,64,52,41,11,3
O.O,NMIXX,1,2022,2,22,290,21,135444283.0,9,66,10.0,3,44.0,200,39,28,77,4,6,29
Somebody That I Used To Know,"Gotye, Kimbra",2,2011,1,1,42798,21,1457139296.0,217,136,0.0,1,44.0,129,86,75,52,54,10,4
Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,2019,6,28,2605,21,236872197.0,15,48,50.0,1,3.0,98,68,33,43,38,36,14
First Class,Jack Harlow,1,2022,4,8,8737,21,694525298.0,163,32,137.0,15,12.0,107,91,32,56,3,11,10
Plan A,Paulo Londra,1,2022,3,23,1105,21,240661097.0,32,32,19.0,15,12.0,174,58,56,83,5,7,4
Fuera del mercado,Danny Ocean,1,2022,2,17,2499,21,421365166.0,68,24,43.0,1,12.0,92,45,27,67,32,13,14
X ÚLTIMA VEZ,"Daddy Yankee, Bad Bunny",2,2022,3,25,2697,1,349746291.0,55,3,32.0,1,12.0,90,81,59,83,9,11,5
When You're Gone,Shawn Mendes,1,2022,3,31,2092,1,255120451.0,75,11,44.0,1,14.0,147,60,58,69,2,58,4
In My Head,Lil Tjay,1,2022,4,1,1185,1,190981339.0,21,11,31.0,1,14.0,143,68,41,55,16,10,12
Wait a Minute!,Willow,1,2015,1,11,11985,1,924193303.0,79,80,250.0,3,10.0,101,76,63,71,3,10,3
LOVE DIVE,IVE,1,2022,4,5,753,8,305771063.0,28,124,13.0,3,1.0,118,70,54,71,3,33,4
Pantysito,"Feid, Alejo, Robi",3,2022,3,18,2995,8,273005485.0,49,17,30.0,3,1.0,98,83,63,74,14,16,6
Chance,Paulo Londra,1,2022,4,6,225,8,89566512.0,11,17,7.0,3,1.0,138,72,22,46,24,9,6
Cool for the Summer,Demi Lovato,1,2015,1,1,9243,8,677389855.0,155,5,577.0,3,6.0,114,59,30,62,1,8,4
psychofreak (feat. WILLOW),"Camila Cabello, Willow",2,2022,4,7,918,8,75476209.0,24,5,52.0,3,6.0,180,63,45,64,34,9,8
Angel Baby,Troye Sivan,1,2021,9,9,1959,9,408843328.0,52,25,32.0,3,10.0,145,56,41,57,1,13,3
Vampiro,"Matuê, Teto e WIU",3,2022,1,30,540,4,187772591.0,26,3,39.0,3,10.0,115,78,63,64,1,7,4
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3,2022,3,31,859,4,178512385.0,14,3,11.0,3,10.0,82,79,48,84,13,21,23
Right On,Lil Baby,1,2022,4,8,1116,4,101780047.0,31,9,15.0,3,1.0,166,70,22,61,2,10,34
Me Arrepenti,"Ak4:20, Cris Mj, Pailita",3,2022,3,30,273,2,118381354.0,12,2,4.0,3,1.0,92,86,91,79,29,60,16
That's Hilarious,Charlie Puth,1,2022,4,8,686,2,146363130.0,11,6,12.0,3,15.0,108,71,55,44,74,11,6
Soy El Unico,Yahritza Y Su Esencia,1,2022,3,25,226,2,126443991.0,5,6,4.0,3,1.0,84,71,63,45,45,11,3
RUMBATÓN,Daddy Yankee,1,2022,3,25,1264,2,157990698.0,20,4,52.0,3,1.0,95,69,90,91,6,35,4
sentaDONA (Remix) s2,"DJ Gabriel do Borel, Davi Kneip e Luísa Sonza",4,2022,3,17,870,2,176290831.0,32,4,49.0,3,1.0,135,93,77,45,25,13,27
Falling,Harry Styles,1,2019,12,13,7556,2,1023187129.0,124,24,254.0,3,8.0,110,57,6,27,84,9,3
Sigue,"Ed Sheeran, J Balvin",2,1996,11,24,1370,2,106933107.0,46,8,60.0,3,8.0,88,89,59,64,5,19,7
Fim de Semana no Rio,teto,1,2022,3,30,315,2,139193812.0,27,2,31.0,3,8.0,119,87,28,50,12,10,10
MANIAC,Stray Kids,1,2022,3,18,651,2,212234990.0,6,188,20.0,3,8.0,120,58,71,80,15,7,41
There's Nothing Holdin' Me Back,Shawn Mendes,1,2016,9,23,12382,2,1714490998.0,229,57,0.0,2,71.0,122,86,97,80,36,9,6
IDGAF (with blackbear),"Blackbear, BoyWithUke",2,2022,3,18,625,2,197643795.0,10,2,13.0,2,1.0,98,78,83,75,41,27,8
Golden,Harry Styles,1,2019,12,13,8429,1,807015863.0,85,24,200.0,2,2.0,140,45,25,84,21,13,6
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,1,52898,1,933815613.0,203,1,0.0,2,2.0,116,79,87,81,4,10,4
Ain't Shit,Doja Cat,1,2021,6,25,3436,1,499710590.0,32,6,46.0,2,1.0,124,86,62,49,51,35,21
"Nobody Like U - From ""Turning Red""","ordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixar's Turning Red), Topher Ngo, Grayson Vill",6,2022,2,25,918,1,120847157.0,34,39,30.0,2,1.0,105,91,73,72,13,9,15
Still Life,BIGBANG,1,2022,4,5,181,1,53909146.0,16,14,7.0,2,1.0,118,68,24,58,44,6,3
Photograph,Ed Sheeran,1,2014,6,20,18778,3,2236667932.0,228,105,0.0,2,84.0,108,61,20,38,61,10,5
Love Yourself,Justin Bieber,1,2015,11,9,22730,5,2123309722.0,289,87,0.0,2,36.0,100,61,53,38,84,28,44
N95,Kendrick Lamar,1,2022,5,13,5542,5,301242089.0,52,16,65.0,2,206.0,140,81,39,66,38,12,14
About Damn Time,Lizzo,1,2022,4,14,9021,5,723894473.0,242,49,272.0,21,24.0,109,84,72,74,10,34,7
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,13,4627,5,237351106.0,38,13,32.0,21,24.0,101,78,40,74,36,17,27
Después de la Playa,Bad Bunny,1,2022,5,6,2229,5,461558540.0,27,44,24.0,21,5.0,78,56,61,90,36,18,31
Un Ratito,Bad Bunny,1,2022,5,6,1112,6,417230415.0,7,30,13.0,1,1.0,93,79,22,55,31,12,5
United In Grief,Kendrick Lamar,1,2022,5,13,2575,6,156898322.0,4,5,12.0,1,51.0,87,52,32,83,24,17,43
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2,2022,5,13,3107,6,127309180.0,4,5,22.0,1,51.0,153,55,50,78,19,11,35
Yo No Soy Celoso,Bad Bunny,1,2022,5,6,1179,6,313113297.0,7,21,11.0,1,51.0,142,87,93,59,28,17,5
Rich Spirit,Kendrick Lamar,1,2022,5,13,3486,6,173702135.0,20,10,33.0,1,51.0,96,85,41,43,39,12,21
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2,2022,5,12,2942,6,271666301.0,42,28,43.0,1,51.0,125,50,39,78,4,11,33
Me Fui de Vacaciones,Bad Bunny,1,2022,5,6,1443,6,305650299.0,9,11,22.0,1,51.0,85,71,43,65,23,9,5
Silent Hill,"Kendrick Lamar, Kodak Black",2,2022,5,13,3028,6,123216717.0,22,11,23.0,1,51.0,140,92,78,57,46,14,9
La Corriente,"Tony Dize, Bad Bunny",2,2022,5,6,1796,8,479655659.0,8,25,18.0,1,51.0,196,66,58,79,23,22,20
Count Me Out,Kendrick Lamar,1,2022,5,13,2729,8,126191104.0,3,7,13.0,1,1.0,134,78,51,43,69,14,9
Andrea,"Buscabulla, Bad Bunny",2,2022,5,6,1195,8,344055883.0,8,30,13.0,1,1.0,103,80,45,62,76,10,38
Dos Mil 16,Bad Bunny,1,2022,5,6,892,3,338422004.0,10,24,11.0,1,1.0,130,82,50,67,12,13,5
We Cry Together,"Kendrick Lamar, Taylour Paige",2,2022,5,13,1635,3,68895644.0,4,1,6.0,1,1.0,108,65,52,69,31,8,36
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,2022,5,13,2291,3,86176890.0,9,1,8.0,1,1.0,123,61,66,71,53,32,46
Un Coco,Bad Bunny,1,2022,5,6,1029,28,403231558.0,5,28,9.0,1,1.0,152,84,74,69,21,18,6
Otro Atardecer,"Bad Bunny, The Marías",2,2022,5,6,1681,7,319546754.0,10,30,13.0,1,33.0,108,78,55,60,59,7,4
Worldwide Steppers,Kendrick Lamar,1,2022,5,13,1480,7,61739839.0,1,30,5.0,1,33.0,72,56,56,47,76,8,36
Aguacero,Bad Bunny,1,2022,5,6,829,7,283359161.0,4,15,10.0,1,33.0,121,86,67,65,42,35,7
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3,2022,5,13,2308,7,76831876.0,7,15,7.0,1,33.0,138,57,71,82,19,15,29
Un Verano Sin Ti,Bad Bunny,1,2022,5,6,1004,1,283332261.0,8,12,9.0,1,33.0,188,50,41,50,69,12,6
ULTRA SOLO,"Polima WestCoast, Pailita",2,2022,2,14,1367,1,307752576.0,48,4,34.0,1,33.0,110,80,26,85,23,11,21
Enséñame a Bailar,Bad Bunny,1,2022,5,6,1112,3,279737940.0,7,25,12.0,1,33.0,105,81,77,79,19,47,8
El Apagón,Bad Bunny,1,2022,5,6,1209,3,212351890.0,9,7,14.0,1,1.0,118,63,60,70,5,9,31
Callaita,"Bad Bunny, Tainy",2,2019,5,31,9539,15,1304313953.0,162,116,355.0,7,1.0,176,61,24,62,60,24,31
Dua Lipa,Jack Harlow,1,2022,5,6,1992,15,150500965.0,35,116,3.0,7,1.0,158,83,41,65,60,11,8
Agosto,Bad Bunny,1,2022,5,6,897,15,246127838.0,6,20,8.0,7,1.0,115,85,72,58,9,49,12
House Of Memories,Panic! At The Disco,1,2016,1,15,2948,15,582863434.0,10,2,150.0,7,1.0,110,51,48,82,9,5,3
Mr. Morale,"Kendrick Lamar, Tanna Leone",2,2022,5,13,1860,15,58687425.0,1,2,3.0,7,1.0,174,73,26,54,30,34,32
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,2022,4,29,802,15,212109195.0,16,81,23.0,7,1.0,130,91,91,96,3,3,9
In The Stars,Benson Boone,1,2022,4,29,2224,8,382199619.0,48,40,87.0,1,210.0,78,36,30,54,34,14,5
Rich - Interlude,Kendrick Lamar,1,2022,5,13,1103,8,41210087.0,48,40,87.0,1,210.0,104,44,74,42,88,9,9
